"Saccharomyces cerevisiae","Rhodosporidium toruloides","CS","EL","Trees","phylome","ensembl","orthomcl","treefam","eggnog","hogenom"
"A0A0C6D641","M7X7E5","0.667","1","3","1.00/2","","","","",""
"A0A0D4PJ87","M7XGF5","1.000","2","3","1.00/2","","","","",""
"A0A0C5Z5H6","M7WNW9","1.000","2","3","1.00/2","","","","",""
"A0A0D4FNU7","M7XN51","1.000","2","13","1.00/12","","","","",""
"M!03908331","M7X6N4","1.000","1","1","","","","","",""
"A0A0C6ARX5","A0A061BMI0","1.000","2","3","1.00/2","","","","",""
"Q08280","M7XE23","1.000","2","9","1.00/8","","","","",""
"Q03654","M7XVL0","1.000","1","1","","","","","",""
"A0A0C6D843","M7X4B8","1.000","2","3","1.00/2","","","","",""
"N1P518","M7XQK1","0.857","1","7","1.00/6","","","","",""
"P38633","M7WFN1","1.000","2","3","1.00/2","","","","",""
"A0A0D3SJH9","M7XWQ0","1.000","2","3","1.00/2","","","","",""
"A0A0C5NEZ5","M7WMU5","1.000","2","5","1.00/4","","","","",""
"P32597","M7WXJ2","0.846","2","13","0.83/12","","","","",""
"A0A0C5QE37","M7X896","1.000","2","3","1.00/2","","","","",""
"A0A0D3ZAZ7","M7WN97","0.667","1","3","1.00/2","","","","",""
"A0A0C5LSC4","M7WJN0","1.000","2","9","1.00/8","","","","",""
"A0A0D4Y374","M7XIU1","0.600","1","5","0.75/4","","","","",""
"A0A0D4M3W9","M7WMW4","1.000","2","3","1.00/2","","","","",""
"N1NYV0","M7X6G0","1.000","1","1","","","","","",""
"A0A0D4UMR3","M7X4R4","1.000","2","3","1.00/2","","","","",""
"A0A0D4PXR4","M7WSJ0","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUY7","M7WKK5","1.000","2","3","1.00/2","","","","",""
"A0A0C5YIE0","M7WUV3","1.000","1","2","1.00/2","","","","",""
"N1NXS1","M7Y0M8","1.000","2","5","1.00/4","","","","",""
"A0A0D4Y2A5","M7XZU4","1.000","1","2","1.00/2","","","","",""
"A0A0D4TTT1","M7WNK6","1.000","1","2","1.00/2","","","","",""
"P34217","M7XME5","1.000","1","1","","","","","",""
"A0A0D3X5Z4","M7WNX3","0.667","1","3","1.00/2","","","","",""
"A0A0C5P6S0","M7WZ63","1.000","2","3","1.00/2","","","","",""
"P15565","M7WLH3","1.000","1","1","","","","","",""
"A0A0C5ZNG7","M7WT03","1.000","2","4","1.00/2","1.00/2","","","",""
"A0A0D4I0I4","M7WVJ4","1.000","2","3","1.00/2","","","","",""
"A0A0D3Y0L3","M7X429","0.667","2","3","0.50/2","","","","",""
"A0A0C6AS50","M7WMX0","1.000","2","3","1.00/2","","","","",""
"A0A0D3UMA6","M7XIT8","0.529","1","17","0.56/16","","","","",""
"P38893","M7WJD1","1.000","1","1","","","","","",""
"M!03909341","M7X769","1.000","2","3","1.00/2","","","","",""
"A0A0C6A281","M7X6H9","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q291","M7WTD9","0.600","2","5","0.50/4","","","","",""
"A0A0C5M4W5","M7WKC7","0.667","1","3","1.00/2","","","","",""
"A0A0D4AVD8","M7X605","0.500","1","4","0.50/4","","","","",""
"A0A0D4RW20","M7X7F2","1.000","2","7","1.00/6","","","","",""
"A0A0C6D1Z1","M7XJ61","1.000","1","2","1.00/2","","","","",""
"A0A0C5FRJ5","M7WUI5","1.000","2","3","1.00/2","","","","",""
"A0A0C6CEC5","M7XXM3","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXB3","M7X501","1.000","2","3","1.00/2","","","","",""
"A0A0D4STJ8","M7WSU5","1.000","2","3","1.00/2","","","","",""
"A0A0D4UPG5","M7WTB4","1.000","1","1","","","","","",""
"A0A0D4Q258","M7XRQ3","1.000","2","3","1.00/2","","","","",""
"A0A0D3T926","M7WWK7","1.000","1","6","1.00/6","","","","",""
"Q03338","M7X6V1","1.000","2","3","1.00/2","","","","",""
"A0A0C5NI63","M7XK41","1.000","2","3","1.00/2","","","","",""
"A0A0D4GUR9","M7XDT3","1.000","2","3","1.00/2","","","","",""
"N1NZL6","M7WPY9","1.000","2","3","1.00/2","","","","",""
"A0A0D4GU15","M7XQH4","1.000","2","3","1.00/2","","","","",""
"A0A0D4FX29","M7XJ70","0.923","2","13","0.92/12","","","","",""
"A0A0D4I2E4","M7XHB5","1.000","1","4","1.00/4","","","","",""
"A0A0D4Y2I6","M7XJ39","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q215","M7X2T0","1.000","2","3","1.00/2","","","","",""
"A0A0D4E9T9","M7WMU0","1.000","1","1","","","","","",""
"A0A0C5LHR2","M7WY37","0.750","1","4","0.75/4","","","","",""
"A0A0D3ULQ8","M7WRD1","0.667","1","3","1.00/2","","","","",""
"A0A0D4AUH6","A0A061BGP8","1.000","1","1","","","","","",""
"A0A0D4GVC7","M7X7B6","1.000","2","3","1.00/2","","","","",""
"A0A0C6CQR4","M7WQV0","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q231","M7X5D2","0.800","1","5","1.00/4","","","","",""
"A0A0D3WD17","M7WU66","1.000","2","3","1.00/2","","","","",""
"A0A0D3S3I1","M7XEI3","1.000","2","7","1.00/6","","","","",""
"Q04223","M7XXC1","1.000","2","3","1.00/2","","","","",""
"A0A0D4GUQ6","M7WQE9","1.000","2","3","1.00/2","","","","",""
"Q06706","M7XG28","1.000","2","3","1.00/2","","","","",""
"Q01389","M7XTL4","1.000","2","3","1.00/2","","","","",""
"A0A0D4I1L8","M7WSJ1","1.000","1","1","","","","","",""
"A0A0D4UL40","M7XQ33","1.000","2","3","1.00/2","","","","",""
"A0A0D4N1K7","M7WRM9","1.000","2","3","1.00/2","","","","",""
"A0A0D3UK76","M7XWN0","0.818","2","11","0.80/10","","","","",""
"P39967","M!04336394","1.000","1","2","1.00/2","","","","",""
"A0A0D4Q277","M7XZN8","1.000","2","3","1.00/2","","","","",""
"A0A0D4KQ10","M!04334222","1.000","2","3","1.00/2","","","","",""
"A0A0C6CNI6","M7WN63","1.000","2","3","1.00/2","","","","",""
"A0A0C5NWC5","M7XGK0","0.667","1","3","1.00/2","","","","",""
"A0A0D4UQ93","M7WGB6","1.000","2","3","1.00/2","","","","",""
"A0A0C5PJ09","M7X3L3","1.000","2","3","1.00/2","","","","",""
"A0A0C6AK19","M7XF64","1.000","1","2","1.00/2","","","","",""
"A0A0D4Y2U9","M7WQP7","0.636","2","11","0.60/10","","","","",""
"A0A0D4RXA4","M7WRY8","0.667","1","3","1.00/2","","","","",""
"A0A0D4FKJ9","M7WUN0","1.000","2","3","1.00/2","","","","",""
"A0A0D4GUD6","M7XMG6","1.000","1","1","","","","","",""
"A0A0D4FJ99","M7WVD8","0.955","1","22","0.95/22","","","","",""
"A0A0D4G287","M7X7X8","1.000","1","1","","","","","",""
"N1P2P0","M7WYU7","1.000","2","3","1.00/2","","","","",""
"A0A0D4I3K3","M7XZE7","1.000","2","5","1.00/4","","","","",""
"A0A0D4KPM6","M7WN48","1.000","1","4","1.00/4","","","","",""
"A0A0D4KPK1","M7WTR7","0.500","1","4","0.50/4","","","","",""
"A0A0D4Y1R3","M7WRY9","1.000","2","19","1.00/18","","","","",""
"A0A0D3Z127","M7X5I1","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXT5","M7WGI6","1.000","2","3","1.00/2","","","","",""
"A0A0D4RNF2","A0A061APP8","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXC9","M7WNP9","1.000","1","1","","","","","",""
"A0A0D4T2N6","M7XPG5","0.667","2","3","0.50/2","","","","",""
"N1NYD8","M7WPQ7","1.000","2","3","1.00/2","","","","",""
"A0A0D3WN55","M7WV04","1.000","1","1","","","","","",""
"A0A0D4TWY3","M7X2F3","1.000","2","3","1.00/2","","","","",""
"A0A0C5LSB2","M7WQZ1","0.933","2","15","0.93/14","","","","",""
"A0A0D3XY83","M7WDK4","1.000","2","3","1.00/2","","","","",""
"A0A0D4XN85","M7WD77","1.000","1","1","","","","","",""
"P17064","M7XFN2","0.667","1","3","1.00/2","","","","",""
"P15801","M7WPT3","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q5K6","M7XQG0","0.733","2","15","0.71/14","","","","",""
"A0A0C5NTW2","M7WN59","1.000","1","2","1.00/2","","","","",""
"N1P7C8","M7WI39","1.000","2","7","1.00/6","","","","",""
"A0A0D4UMG7","M7XJJ4","1.000","2","3","1.00/2","","","","",""
"A0A0D3TSE6","A0A061ALZ7","1.000","2","3","1.00/2","","","","",""
"A0A0D4I2G9","M7WUY3","1.000","2","9","1.00/8","","","","",""
"P38222","M7XLL5","1.000","1","1","","","","","",""
"A0A0C5ZZ04","M7WWR8","0.500","1","4","0.50/4","","","","",""
"A0A0C6CE45","M7XGU4","1.000","2","13","1.00/12","","","","",""
"A0A0D4KPQ9","M7WFA9","1.000","2","3","1.00/2","","","","",""
"A0A0C5ZXD9","M7WG48","1.000","1","1","","","","","",""
"A0A0D3Y029","M7XLZ6","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2W2","M7XJN0","1.000","2","3","1.00/2","","","","",""
"A0A0D4UPR3","M7XJN9","1.000","1","1","","","","","",""
"P16862","M7X6S3","1.000","2","3","1.00/2","","","","",""
"A0A0C6C0T1","M7WQ83","1.000","1","1","","","","","",""
"A0A0C6CQH3","M7WDG6","1.000","2","7","1.00/6","","","","",""
"A0A0D4I2I5","M7WQ48","0.765","2","17","0.75/16","","","","",""
"A0A0D4TN89","M7WW35","0.714","1","7","0.83/6","","","","",""
"A0A0D4W9B2","M7WWK7","1.000","1","6","1.00/6","","","","",""
"A0A0D3XYD8","M7WGM1","1.000","2","3","1.00/2","","","","",""
"A0A0D4JAH8","M7XBW6","1.000","2","3","1.00/2","","","","",""
"A0A0D4I8M0","M7WQP6","1.000","2","3","1.00/2","","","","",""
"A0A0D4RKX7","M7XKU3","0.857","2","7","0.83/6","","","","",""
"N1P1A4","M7WXU0","1.000","1","1","","","","","",""
"A0A0D4Q226","M7XXX6","1.000","1","1","","","","","",""
"A0A0D4UMJ2","M7WRR7","1.000","1","4","1.00/4","","","","",""
"A0A0C6CDQ2","M!04335219","1.000","2","3","1.00/2","","","","",""
"A0A0C6ACJ3","M7WW62","0.971","1","35","1.00/34","","","","",""
"A0A0D4Q353","M7WKL6","1.000","2","3","1.00/2","","","","",""
"A0A0D4QTB9","M7WLM5","1.000","1","1","","","","","",""
"P53070","M7X306","1.000","2","3","1.00/2","","","","",""
"A0A0C5MTW9","M7XNL9","1.000","1","1","","","","","",""
"A0A0C6CDX2","A0A061BCJ2","1.000","1","4","1.00/4","","","","",""
"A0A0D4Q3G3","M7X8J5","1.000","2","3","1.00/2","","","","",""
"A0A0D4FCX3","M7XMD8","0.667","2","3","0.50/2","","","","",""
"A0A0D4GVL9","M7X0J3","0.667","2","3","0.50/2","","","","",""
"A0A0D4LFV8","M7WR16","0.667","1","3","1.00/2","","","","",""
"A0A0D4Y2E0","M7XHX2","1.000","2","3","1.00/2","","","","",""
"A0A0D3XX91","M7XRJ6","0.818","2","11","0.80/10","","","","",""
"A0A0C5QE73","M7WK50","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q6A1","M7WJY0","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2I9","M7WT37","1.000","1","1","","","","","",""
"P40438","M7XF71","1.000","1","1","","","","","",""
"O13585","M7WZV8","1.000","2","3","1.00/2","","","","",""
"A0A0C6AFT9","M7WMS8","1.000","1","2","1.00/2","","","","",""
"N1P3P4","M7WYN8","1.000","1","1","","","","","",""
"A0A0C6C890","M7WKY1","1.000","1","1","","","","","",""
"A0A0D4Q6L0","M7X1J3","1.000","1","1","","","","","",""
"A0A0C5NHI5","M7WKQ9","1.000","2","3","1.00/2","","","","",""
"A0A0D3SJ48","M7XE86","1.000","2","3","1.00/2","","","","",""
"A0A0C5ZJ84","M7X6L5","1.000","1","4","1.00/4","","","","",""
"A0A0C6D1I9","M7XI18","1.000","2","3","1.00/2","","","","",""
"A0A0D4JY59","M7XAH3","1.000","1","1","","","","","",""
"P39000","M7WZM0","1.000","1","2","1.00/2","","","","",""
"A0A0C5Z6I1","M7WUE0","1.000","2","3","1.00/2","","","","",""
"A0A0D3UK42","M7XXT6","1.000","2","15","1.00/14","","","","",""
"P06182","M7XLF1","1.000","1","4","1.00/4","","","","",""
"A0A0D4GVR4","M7XKW7","1.000","1","1","","","","","",""
"A0A0D4G286","M7WJ06","0.667","1","6","0.67/6","","","","",""
"Q04660","M7XTX7","1.000","2","3","1.00/2","","","","",""
"A0A0D3SRT0","M7WQM5","0.667","1","3","1.00/2","","","","",""
"A0A0D4B4A2","M7XLM7","0.500","1","4","0.50/4","","","","",""
"N1P5B7","M7WW85","0.889","1","9","1.00/8","","","","",""
"A0A024XHC5","M7WRR7","1.000","1","4","1.00/4","","","","",""
"A0A0D4RV69","M7WRS9","0.600","2","5","0.50/4","","","","",""
"A0A0D4I1Q8","M7XEP3","1.000","2","3","1.00/2","","","","",""
"A0A0C6CEF3","M7XV57","1.000","2","3","1.00/2","","","","",""
"N1NX89","M7XJR6","1.000","2","5","1.00/4","","","","",""
"A0A0D4JB70","M7WVI7","1.000","1","1","","","","","",""
"A0A0D4RDD5","A0A061BBH9","1.000","1","34","1.00/34","","","","",""
"P38196","M7WUV3","1.000","1","2","1.00/2","","","","",""
"A0A0D3XU12","M7WQA4","1.000","1","1","","","","","",""
"A0A0D4UML5","M7XIM9","1.000","1","2","1.00/2","","","","",""
"A0A0D4AUZ1","M7X982","1.000","1","4","1.00/4","","","","",""
"A0A0D4Q3C0","M7X2E5","1.000","2","3","1.00/2","","","","",""
"A0A0D4N0R9","M7WTE1","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXN6","M7X1G2","1.000","1","2","1.00/2","","","","",""
"A0A0D4Y1G3","M7XF86","1.000","2","3","1.00/2","","","","",""
"A0A0D4VZ01","M7XQ33","1.000","2","3","1.00/2","","","","",""
"A0A0D4IRM5","M7WVC1","1.000","2","7","1.00/6","","","","",""
"G8FR13","M7WW85","0.909","1","11","1.00/10","","","","",""
"A0A0D4N0C1","M7XQ28","1.000","1","2","1.00/2","","","","",""
"A0A0D4AVM0","M7WT46","1.000","2","3","1.00/2","","","","",""
"A0A0D4KXZ8","M7XEX0","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q243","M7WUR2","1.000","2","3","1.00/2","","","","",""
"A0A0D4W9I9","M7X0V2","1.000","1","1","","","","","",""
"A0A0D4RVH5","M7WPH5","1.000","1","2","1.00/2","","","","",""
"A0A0C6AK27","M7XH50","1.000","2","3","1.00/2","","","","",""
"N1P8M8","M7WRV6","1.000","2","3","1.00/2","","","","",""
"A0A024Y8W4","M7X9K9","1.000","1","1","","","","","",""
"A0A0D4KQN3","M7WX10","1.000","2","3","1.00/2","","","","",""
"A0A0D4K8V2","M7XCR6","1.000","2","3","1.00/2","","","","",""
"N1P3U4","M7X0A1","1.000","2","3","1.00/2","","","","",""
"N1NVF6","M7XL09","0.800","1","5","1.00/4","","","","",""
"A0A0D3ULY5","M7X560","0.667","1","3","1.00/2","","","","",""
"E7Q1A4","M7X7J9","1.000","2","3","1.00/2","","","","",""
"N1NZL9","M7X171","0.600","2","5","0.50/4","","","","",""
"A0A0C5LH50","M7WUT3","0.846","2","13","0.83/12","","","","",""
"A0A0D4UMG1","M7WMI2","1.000","2","17","1.00/16","","","","",""
"M!03907571","M7WSP8","1.000","2","3","1.00/2","","","","",""
"A0A0D3UM79","M7WL77","1.000","2","3","1.00/2","","","","",""
"A0A0D4N8P7","M7WLB6","1.000","1","1","","","","","",""
"N1P1G2","M7XI50","1.000","1","1","","","","","",""
"A0A0D4GUF0","M7XFW1","0.600","2","5","0.50/4","","","","",""
"A0A0D3UM93","M7XXH0","1.000","1","1","","","","","",""
"A0A0C5Z6C1","M7X2E6","1.000","2","3","1.00/2","","","","",""
"A0A0D4A4U9","M7WSH3","1.000","2","3","1.00/2","","","","",""
"Q12298","M7XUU6","0.500","1","2","0.50/2","","","","",""
"N1P4C4","M7XFJ3","1.000","1","1","","","","","",""
"A0A0D4JC98","M7WVP2","0.909","1","11","1.00/10","","","","",""
"A0A0D4Y3P4","M7WLH2","1.000","1","1","","","","","",""
"A0A0C5R439","M7WWY4","0.778","1","9","0.88/8","","","","",""
"A0A0D3UBA6","M7XHD7","1.000","1","2","1.00/2","","","","",""
"A0A0D4PZU9","M7XPM3","1.000","2","3","1.00/2","","","","",""
"A0A0D3XY52","M7WJE2","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q6K2","M7XR30","0.625","1","8","0.62/8","","","","",""
"M!03905806","M7XJU9","0.667","1","3","1.00/2","","","","",""
"A0A0C6CR13","M7WQD3","0.600","2","5","0.50/4","","","","",""
"A0A0D4RWP1","M7Y0J9","1.000","1","1","","","","","",""
"A0A0D3Y261","M7X5V7","1.000","1","1","","","","","",""
"A0A0D4FNB7","M7WJA5","1.000","1","1","","","","","",""
"A0A0C5YVS1","M7XSX2","0.667","1","3","1.00/2","","","","",""
"N1P2T4","M7WG99","0.600","2","5","0.50/4","","","","",""
"A0A0D4UMQ0","M7WXT8","1.000","2","3","1.00/2","","","","",""
"P36016","M7WQR7","1.000","2","3","1.00/2","","","","",""
"A0A0D4KPT7","M7XH17","1.000","1","2","1.00/2","","","","",""
"P48415","M7X1K6","1.000","1","1","","","","","",""
"A0A0C5P910","M7WS17","1.000","2","3","1.00/2","","","","",""
"A0A0D4AU39","M7XX59","1.000","1","2","1.00/2","","","","",""
"A0A0C5YVH7","M7XYB7","1.000","2","5","1.00/4","","","","",""
"A0A0C5P8H6","M7X5D2","0.667","1","3","1.00/2","","","","",""
"M!03908193","M7X6A0","0.667","1","3","1.00/2","","","","",""
"A0A0D4GSK9","M7XUJ6","1.000","2","3","1.00/2","","","","",""
"A0A0D4N852","M7XP12","1.000","2","3","1.00/2","","","","",""
"A0A0D3ZUX0","M7WHH3","1.000","1","1","","","","","",""
"E7Q445","M7WU24","0.500","1","4","0.50/4","","","","",""
"A0A0C5YV90","M7XKQ9","0.909","2","11","0.90/10","","","","",""
"A0A0D4UMD6","A0A061BNS7","1.000","2","3","1.00/2","","","","",""
"A0A0D4NU74","M7WS48","0.806","2","31","0.80/30","","","","",""
"A0A0D4Q397","M7WPJ9","1.000","1","1","","","","","",""
"A0A0D4AUD2","M7X3D9","1.000","2","3","1.00/2","","","","",""
"A0A0D4N839","M7X3I4","0.600","2","5","0.50/4","","","","",""
"A0A0D4YJ15","M7WDP2","1.000","1","1","","","","","",""
"A0A0C5RGN6","M!04332265","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y1T4","M7XV31","1.000","2","7","1.00/6","","","","",""
"A0A0D4I120","M7WTE1","1.000","2","3","1.00/2","","","","",""
"A0A0C5Y3R5","M7X2K4","0.667","1","3","1.00/2","","","","",""
"A0A0D3XY94","M7XG99","0.667","1","3","1.00/2","","","","",""
"N1P0H6","M7WYB0","1.000","1","1","","","","","",""
"P36076","M7XTR5","1.000","1","1","","","","","",""
"A0A0C5MYB8","M7WJH6","1.000","1","1","","","","","",""
"A0A0D4QQY1","M7XNP1","1.000","1","6","1.00/6","","","","",""
"A0A0D3W3N2","M7XAM6","1.000","2","5","1.00/4","","","","",""
"A0A0C5QDV7","M7WM16","1.000","1","1","","","","","",""
"N1P0P2","M7WGS3","1.000","1","1","","","","","",""
"A0A0D4Q3H3","M7WTR2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2I5","M7XNL9","1.000","1","1","","","","","",""
"A0A0C5LT54","M7X6X8","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q3G0","M7WM45","0.667","1","3","1.00/2","","","","",""
"A0A0D4GSW6","A0A061AKI4","1.000","2","3","1.00/2","","","","",""
"N1P7Y9","M7XJ98","1.000","2","3","1.00/2","","","","",""
"A0A0C5PC99","M7WRR7","1.000","1","4","1.00/4","","","","",""
"A0A0D3XJ59","M7XDP8","0.917","1","12","0.92/12","","","","",""
"A0A0D4KPV2","M7XYH2","1.000","1","4","1.00/4","","","","",""
"A0A0D4RK06","M7WW85","0.923","1","13","1.00/12","","","","",""
"A0A0C5RGI9","M7X0X5","0.667","1","3","1.00/2","","","","",""
"A0A0D4UMM4","M7X3I2","1.000","2","3","1.00/2","","","","",""
"N1P9Y2","M7WQS7","1.000","2","3","1.00/2","","","","",""
"N1P9Q2","M7XK69","1.000","1","1","","","","","",""
"A0A0C6D7E4","M7XKJ8","1.000","2","3","1.00/2","","","","",""
"A0A0D4KNF0","M7XQ50","1.000","1","1","","","","","",""
"P36009","M7WR70","1.000","2","11","1.00/10","","","","",""
"A0A0D4Y228","M7X8U4","0.600","2","5","0.50/4","","","","",""
"P00924","M7X749","0.667","2","3","0.50/2","","","","",""
"A0A0D3Z3S6","M7XF71","1.000","1","1","","","","","",""
"A0A0D4UNP8","M7X0F2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2A4","M7WQT2","1.000","2","3","1.00/2","","","","",""
"A0A0C6CRH1","M7WXW7","1.000","2","3","1.00/2","","","","",""
"A0A0C5NM14","M7WWX8","1.000","1","1","","","","","",""
"A0A0D4VVX7","M7WZF2","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q2I5","M7XRG0","1.000","2","3","1.00/2","","","","",""
"A0A0C5LQV7","M7WM95","1.000","2","3","1.00/2","","","","",""
"A0A0D3UKN1","M7WQ52","1.000","1","2","1.00/2","","","","",""
"G2W8M6","M7WQZ1","0.933","2","15","0.93/14","","","","",""
"A0A0D4UMX6","M7XW36","0.667","1","3","1.00/2","","","","",""
"A0A0D3S1F1","M7WK43","1.000","2","3","1.00/2","","","","",""
"A0A0C5QE32","M7WTL5","1.000","1","1","","","","","",""
"A0A024Y3E3","M7XPK0","1.000","1","1","","","","","",""
"A0A0D4UPN4","M7WP35","1.000","2","3","1.00/2","","","","",""
"A0A0C5LHZ2","M7WL94","1.000","1","1","","","","","",""
"A0A0D4KPT8","M7XBT1","1.000","2","5","1.00/4","","","","",""
"A0A0D3XW48","M7WWQ2","1.000","1","2","1.00/2","","","","",""
"A0A0D4UMC0","M7WDP6","0.667","2","3","0.50/2","","","","",""
"N1P5G5","M7WGU3","0.500","1","4","0.50/4","","","","",""
"A0A0D4GTI0","M7XQQ6","1.000","2","3","1.00/2","","","","",""
"A0A0C6CHV1","M7X7V1","1.000","2","3","1.00/2","","","","",""
"M!03907059","M7X0D3","1.000","2","11","1.00/10","","","","",""
"A0A0D4AU59","M7XMB1","1.000","1","1","","","","","",""
"A0A0D3ZST5","M7X8H2","1.000","2","3","1.00/2","","","","",""
"N1PA90","M7XHH9","1.000","1","2","1.00/2","","","","",""
"A0A0D4UPH6","M7WFG4","0.667","1","3","1.00/2","","","","",""
"A0A0D4UMR4","M7WKT4","1.000","2","3","1.00/2","","","","",""
"A0A0D4K6N5","M7WLA9","1.000","2","3","1.00/2","","","","",""
"A0A0D4S462","M7WP29","1.000","1","1","","","","","",""
"A0A0D3S2C2","M7XJF2","0.667","1","3","1.00/2","","","","",""
"A0A0D4UPU3","M7XK58","1.000","2","3","1.00/2","","","","",""
"A0A0D4TU49","M7XZV8","1.000","2","3","1.00/2","","","","",""
"N1P7C3","M7WX59","1.000","2","3","1.00/2","","","","",""
"A0A0D4FWB8","M7WN01","0.727","2","11","0.70/10","","","","",""
"A0A0C6ACJ7","M7WYR1","1.000","1","1","","","","","",""
"P25375","M7WP94","1.000","1","2","1.00/2","","","","",""
"A0A0D4Z803","M7XKV9","1.000","1","2","1.00/2","","","","",""
"A0A0D4KPH3","M7XW21","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXH1","M7XF80","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q1Q3","M7XD22","1.000","1","1","","","","","",""
"A0A0C5LTP3","M7WK67","1.000","2","3","1.00/2","","","","",""
"A0A0D3X6M8","M7XNS5","0.667","1","3","1.00/2","","","","",""
"A0A0D4Y1J0","M7WW00","1.000","2","3","1.00/2","","","","",""
"A0A0D4FVP3","M7WK45","1.000","2","3","1.00/2","","","","",""
"A0A0C5QRB6","M7WQD5","1.000","2","3","1.00/2","","","","",""
"A0A024XSK7","M7X6K6","1.000","1","4","1.00/4","","","","",""
"A0A0C5M4Y6","M7X449","1.000","2","3","1.00/2","","","","",""
"A0A0C5XZH4","M7XH83","1.000","2","3","1.00/2","","","","",""
"N1P8D0","M7X4L7","0.667","1","3","1.00/2","","","","",""
"A0A0C5R2F7","M7XIR2","1.000","2","3","1.00/2","","","","",""
"A0A0D4I3Y7","M7X1I2","1.000","2","3","1.00/2","","","","",""
"A0A0D3UKB0","M7X5I7","1.000","1","1","","","","","",""
"A0A0D4I200","M7WSK5","0.600","2","5","0.50/4","","","","",""
"A0A0C5ZV58","M7XMT8","1.000","2","3","1.00/2","","","","",""
"A0A0C5YH64","M7WRV8","1.000","2","3","1.00/2","","","","",""
"N1NX82","M7X524","1.000","2","3","1.00/2","","","","",""
"N1P0D2","M7X832","0.667","1","3","1.00/2","","","","",""
"N1PA75","M7WLC2","0.667","1","3","1.00/2","","","","",""
"A0A0D4AVA0","A0A061BDW3","1.000","2","3","1.00/2","","","","",""
"A0A0D4XFU4","M7WNX1","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXR4","M7XN16","1.000","2","3","1.00/2","","","","",""
"A0A0D4P6E0","M7WK50","0.667","1","3","1.00/2","","","","",""
"A0A0C5QP56","M7X263","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q2T2","M7X136","1.000","1","2","1.00/2","","","","",""
"A0A0D4Y1X7","A0A061BN41","1.000","2","3","1.00/2","","","","",""
"A0A0D3X464","M7WWM4","1.000","1","1","","","","","",""
"A0A0D4UMN9","M7WWP6","1.000","1","2","1.00/2","","","","",""
"A0A0C5YB31","M7XKM6","1.000","1","1","","","","","",""
"A0A0D4M8H1","M7WR78","1.000","1","4","1.00/4","","","","",""
"M!03904367","M7WGU3","0.500","1","4","0.50/4","","","","",""
"M!03906987","M7WWF3","1.000","1","1","","","","","",""
"A0A0D4Q696","M!04334222","1.000","2","3","1.00/2","","","","",""
"M!03909606","M7XEY4","1.000","2","5","1.00/4","","","","",""
"A0A0D4I144","M7XLZ5","0.667","1","3","1.00/2","","","","",""
"A0A0D4UN72","M7WZR5","1.000","2","3","1.00/2","","","","",""
"A0A0C5G318","M7XUD1","1.000","2","5","1.00/4","","","","",""
"A0A0D4UNQ2","A0A061BHE2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2J0","A0A061AYE4","0.600","2","5","0.50/4","","","","",""
"N1P0F4","M7XVE8","0.600","2","5","0.50/4","","","","",""
"N1P406","M7WQP7","0.778","2","9","0.75/8","","","","",""
"A0A0D4Y1U6","M7WUA2","1.000","2","3","1.00/2","","","","",""
"A0A0D3XZT7","M7XK13","1.000","1","1","","","","","",""
"N1P9K3","M7X6A2","1.000","1","1","","","","","",""
"M!03906419","M7X7I4","0.667","1","3","1.00/2","","","","",""
"N1P9R4","M7XF71","1.000","1","1","","","","","",""
"A0A0D4RHD3","M7X4M5","1.000","2","3","1.00/2","","","","",""
"M!03904786","M7WPP4","1.000","2","3","1.00/2","","","","",""
"A0A0D4FVX7","M7WSV8","1.000","1","1","","","","","",""
"A0A0D3S0N0","M7X248","1.000","1","1","","","","","",""
"A0A0D4AUQ4","M7XF30","1.000","1","1","","","","","",""
"A0A0D4PX16","M7X2K5","1.000","2","4","1.00/2","1.00/2","","","",""
"A0A0C5PVL2","M7WU06","1.000","2","9","1.00/8","","","","",""
"A0A0D3Y0M3","M7X601","1.000","2","3","1.00/2","","","","",""
"A0A0D4AV64","M7X2W8","1.000","1","1","","","","","",""
"A0A0D4AV96","M7WQG7","1.000","1","1","","","","","",""
